Protein.IDs,Majority.protein.IDs,gene,rectum
ENSP00000378288.4;ENSP00000439297.1,ENSP00000378288.4;ENSP00000439297.1,MYLK3; MYLK3,1345500
ENSP00000378289.2;ENSP00000475768.1,ENSP00000378289.2,SYNPO2L; SYNPO2L,6996500
ENSP00000378313.2;ENSP00000432745.1,ENSP00000378313.2,RAB3IL1; RAB3IL1,7918000
ENSP00000378323.3;ENSP00000378322.4;ENSP00000320580.6;ENSP00000422990.1;ENSP00000422781.1;ENSP00000434599.1;ENSP00000431619.1,ENSP00000378323.3;ENSP00000378322.4;ENSP00000320580.6;ENSP00000422990.1;ENSP00000422781.1,PPP3CA; PPP3CA; PPP3CA; PPP3CA; PPP3CA; PPP3CA; PPP3CA,56455000
ENSP00000378324.3;ENSP00000378321.3;ENSP00000339581.3;ENSP00000413499.2;ENSP00000443962.1;ENSP00000395191.2;ENSP00000407136.1;ENSP00000438263.1;ENSP00000441946.1,ENSP00000378324.3;ENSP00000378321.3;ENSP00000339581.3;ENSP00000413499.2;ENSP00000443962.1,DNAJA4; DNAJA4; DNAJA4; DNAJA4; DNAJA4; DNAJA4; DNAJA4; DNAJA4; DNAJA4,26072000
ENSP00000378332.3;ENSP00000457586.1;ENSP00000378327.2;ENSP00000355117.3;ENSP00000455709.1;ENSP00000456783.1;ENSP00000456482.1;ENSP00000454688.1;ENSP00000459283.1,ENSP00000378332.3;ENSP00000457586.1;ENSP00000378327.2;ENSP00000355117.3,TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1; TGFB1I1,948150000
ENSP00000378338.3;ENSP00000462775.1;ENSP00000463435.1;ENSP00000463746.1;ENSP00000466824.1;ENSP00000464933.1,ENSP00000378338.3;ENSP00000462775.1,GIT1; GIT1; GIT1; GIT1; GIT1; GIT1,25164000
ENSP00000378350.2;ENSP00000378348.3;ENSP00000422505.1;ENSP00000423704.1;ENSP00000422902.1,ENSP00000378350.2,CDC23; CDC23; CDC23; CDC23; CDC23,209070000
ENSP00000420880.1;ENSP00000378356.3;ENSP00000422928.1;ENSP00000424056.1,ENSP00000420880.1;ENSP00000378356.3,KIF20A; KIF20A; KIF20A; KIF20A,0
ENSP00000378360.3;ENSP00000478735.1;ENSP00000432539.1;ENSP00000459382.1;ENSP00000431844.2;ENSP00000434405.1,ENSP00000378360.3;ENSP00000478735.1;ENSP00000432539.1,TKFC; NA; TKFC; TKFC; TKFC; TKFC,173580000
ENSP00000449200.1;ENSP00000378364.3;ENSP00000442810.2;ENSP00000444542.2;ENSP00000262052.5;ENSP00000446914.1;ENSP00000449008.1;ENSP00000446769.1;ENSP00000262051.7;ENSP00000449209.1,ENSP00000449200.1;ENSP00000378364.3;ENSP00000442810.2;ENSP00000444542.2;ENSP00000262052.5;ENSP00000446914.1;ENSP00000449008.1;ENSP00000446769.1;ENSP00000262051.7,SLC11A2; SLC11A2; SLC11A2; SLC11A2; SLC11A2; SLC11A2; SLC11A2; SLC11A2; NA; SLC11A2,0
ENSP00000378368.3;ENSP00000378366.2;ENSP00000463503.1;ENSP00000465819.1,ENSP00000378368.3;ENSP00000378366.2;ENSP00000463503.1;ENSP00000465819.1,FLOT2; FLOT2; FLOT2; FLOT2,286180000
ENSP00000378394.3;ENSP00000378392.2;ENSP00000480857.1,ENSP00000378394.3;ENSP00000378392.2;ENSP00000480857.1,PSAP; PSAP; PSAP,336320000
ENSP00000378400.3;ENSP00000448779.1,ENSP00000378400.3;ENSP00000448779.1,LIMA1; LIMA1,2528000
ENSP00000378401.1;ENSP00000282223.9;ENSP00000421677.1;ENSP00000424517.1,ENSP00000378401.1;ENSP00000282223.9,SPOCK1; SPOCK1; SPOCK1; SPOCK1,393900
ENSP00000433586.1;ENSP00000378408.2,ENSP00000433586.1;ENSP00000378408.2,GPT; GPT,56223000
ENSP00000378409.3;ENSP00000473568.1,ENSP00000378409.3,VSIR; NA,1353800
ENSP00000378414.4;ENSP00000370924.4;ENSP00000448627.1;ENSP00000448030.1;ENSP00000447909.1,ENSP00000378414.4;ENSP00000370924.4;ENSP00000448627.1,SMARCD1; SMARCD1; SMARCD1; SMARCD1; SMARCD1,1868700
ENSP00000378464.4;ENSP00000299721.3,ENSP00000378464.4,CPLX3; CPLX4,0
ENSP00000378479.2;ENSP00000387784.1;ENSP00000384675.2;ENSP00000393899.1,ENSP00000378479.2;ENSP00000387784.1;ENSP00000384675.2,SOS1; NA; SOS1; SOS1,4679500
ENSP00000378492.3;ENSP00000408906.2;ENSP00000296479.5;ENSP00000404797.1,ENSP00000378492.3;ENSP00000408906.2;ENSP00000296479.5,GRM2; GRM2; GRM2; GRM2,0
ENSP00000413557.2;ENSP00000378503.2;ENSP00000484571.1;ENSP00000484265.1,ENSP00000413557.2;ENSP00000378503.2,ZBTB9; ZBTB9; ZBTB9; ZBTB9,991890
ENSP00000378504.3;ENSP00000404017.1,ENSP00000378504.3;ENSP00000404017.1,NXF3; NXF3,0
ENSP00000378505.3;ENSP00000344112.4;ENSP00000455762.1;ENSP00000457696.1;ENSP00000458099.1;ENSP00000456202.1;ENSP00000456431.1,ENSP00000378505.3;ENSP00000344112.4,CLK3; CLK3; CLK3; CLK3; CLK3; CLK3; CLK3,705350
ENSP00000446830.1;ENSP00000378508.2,ENSP00000446830.1;ENSP00000378508.2,DNAJC22; DNAJC22,89451
ENSP00000378512.2;ENSP00000431284.1;ENSP00000461855.1;ENSP00000437094.1,ENSP00000378512.2;ENSP00000431284.1;ENSP00000461855.1,LPXN; LPXN; LPXN; LPXN,42115000
ENSP00000477824.1;ENSP00000378517.3;ENSP00000237623.7;ENSP00000422973.1,ENSP00000477824.1;ENSP00000378517.3;ENSP00000237623.7;ENSP00000422973.1,SPP1; SPP1; SPP1; SPP1,3185100
ENSP00000465177.1;ENSP00000378543.2;ENSP00000465655.1,ENSP00000465177.1;ENSP00000378543.2;ENSP00000465655.1,NFIC; NFIC; NFIC,55981000
ENSP00000378567.3,ENSP00000378567.3,PML,0
ENSP00000378577.2,ENSP00000378577.2,CLDN3,66422000
ENSP00000378578.4;ENSP00000305689.6;ENSP00000427593.1;ENSP00000424483.1,ENSP00000378578.4;ENSP00000305689.6,AFF1; AFF1; AFF1; AFF1,357020
ENSP00000451198.1;ENSP00000451006.1;ENSP00000450638.1;ENSP00000378588.2;ENSP00000450624.1;ENSP00000452091.1,ENSP00000451198.1;ENSP00000451006.1;ENSP00000450638.1;ENSP00000378588.2;ENSP00000450624.1;ENSP00000452091.1,TIMM9; TIMM9; TIMM9; TIMM9; TIMM9; TIMM9,368720000
ENSP00000378605.1,ENSP00000378605.1,DNAJC30,5626400
ENSP00000378611.1;ENSP00000425589.1;ENSP00000378610.2;ENSP00000264343.4;ENSP00000423206.1;ENSP00000424256.1;ENSP00000426105.1,ENSP00000378611.1;ENSP00000425589.1;ENSP00000378610.2;ENSP00000264343.4,ARHGAP24; ARHGAP24; ARHGAP24; ARHGAP24; ARHGAP24; ARHGAP24; ARHGAP24,2870400
ENSP00000378644.3;ENSP00000429911.1;ENSP00000429474.1;ENSP00000429929.1;ENSP00000429129.1;ENSP00000429082.1;ENSP00000341189.3;ENSP00000428792.1;ENSP00000429023.1;ENSP00000430277.1;ENSP00000427904.1;ENSP00000427762.1;ENSP00000430951.1;ENSP00000430044.1;ENSP00000427795.1;ENSP00000429530.1;ENSP00000429001.1;ENSP00000429907.1;ENSP00000429409.1;ENSP00000429895.1;ENSP00000428570.1;ENSP00000427825.1;ENSP00000428593.1;ENSP00000430037.1,ENSP00000378644.3;ENSP00000429911.1;ENSP00000429474.1;ENSP00000429929.1;ENSP00000429129.1;ENSP00000429082.1;ENSP00000341189.3,PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2; PTK2,35898000
ENSP00000378658.2;ENSP00000392519.1,ENSP00000378658.2,AIMP2; AIMP2,0
ENSP00000378674.3;ENSP00000378675.3;ENSP00000387091.3,ENSP00000378674.3;ENSP00000378675.3;ENSP00000387091.3,ZNF365; ZNF365; ZNF365,888590
ENSP00000378699.3;ENSP00000397973.2;ENSP00000482996.1;ENSP00000430665.2;ENSP00000452138.1;ENSP00000450983.1,ENSP00000378699.3;ENSP00000397973.2;ENSP00000482996.1;ENSP00000430665.2,CDK1; CDK1; CDK1; CDK1; CDK2; CDK2,12356000
ENSP00000378709.2;ENSP00000378718.2;ENSP00000378712.2;ENSP00000483922.1;ENSP00000484309.1,ENSP00000378709.2;ENSP00000378718.2;ENSP00000378712.2;ENSP00000483922.1,IZUMO4; IZUMO4; IZUMO4; IZUMO4; IZUMO4,0
ENSP00000432149.1;ENSP00000378725.3;ENSP00000391964.2;ENSP00000394992.2;ENSP00000378722.1;ENSP00000378720.4;ENSP00000378719.1;ENSP00000452073.1;ENSP00000451698.1;ENSP00000452445.1;ENSP00000452337.1;ENSP00000451876.1,ENSP00000432149.1;ENSP00000378725.3;ENSP00000391964.2;ENSP00000394992.2;ENSP00000378722.1;ENSP00000378720.4;ENSP00000378719.1,KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1; KTN1,252450000
ENSP00000378733.3;ENSP00000392167.1;ENSP00000384443.1;ENSP00000385409.1,ENSP00000378733.3,LBH; LBH; LBH; LBH,0
ENSP00000378736.3;ENSP00000340044.5;ENSP00000388653.2;ENSP00000381674.2,ENSP00000378736.3;ENSP00000340044.5;ENSP00000388653.2;ENSP00000381674.2,CRCP; CRCP; CRCP; CRCP,5094700
ENSP00000378753.3;ENSP00000384435.1,ENSP00000378753.3;ENSP00000384435.1,MADD; MADD,0
ENSP00000378757.3;ENSP00000378756.1,ENSP00000378757.3;ENSP00000378756.1,SLC16A9; SLC16A9,0
ENSP00000378782.4;ENSP00000404873.2;ENSP00000455183.1,ENSP00000378782.4;ENSP00000404873.2,QPRT; QPRT; QPRT,207720000
ENSP00000463138.1;ENSP00000378809.3;ENSP00000464443.1;ENSP00000463322.1;ENSP00000464033.1;ENSP00000464147.1;ENSP00000484842.1;ENSP00000350570.3;ENSP00000464210.1;ENSP00000462163.1,ENSP00000463138.1;ENSP00000378809.3;ENSP00000464443.1;ENSP00000463322.1;ENSP00000464033.1;ENSP00000464147.1;ENSP00000484842.1;ENSP00000350570.3;ENSP00000464210.1,IFT20; IFT20; IFT20; IFT20; IFT20; IFT20; IFT20; IFT20; IFT20; IFT20,21928000
ENSP00000378812.3,ENSP00000378812.3,CHCHD2,26121000
ENSP00000481882.1;ENSP00000378851.3,ENSP00000481882.1;ENSP00000378851.3,MAPK1IP1L; MAPK1IP1L,770880000
ENSP00000477389.1;ENSP00000484799.1;ENSP00000378857.3;ENSP00000413432.1;ENSP00000412195.2;ENSP00000482289.1;ENSP00000387692.1;ENSP00000390740.1;ENSP00000477087.1;ENSP00000477463.1;ENSP00000395993.3;ENSP00000487056.1;ENSP00000414157.1,ENSP00000477389.1;ENSP00000484799.1;ENSP00000378857.3;ENSP00000413432.1;ENSP00000412195.2,WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6; WDR6,2749600
ENSP00000378865.4;ENSP00000378861.4,ENSP00000378865.4;ENSP00000378861.4,REEP6; REEP6,0
ENSP00000378868.3;ENSP00000378873.2;ENSP00000363107.3,ENSP00000378868.3;ENSP00000378873.2;ENSP00000363107.3,A1CF; A1CF; A1CF,0
ENSP00000378886.2;ENSP00000449428.1;ENSP00000448750.1;ENSP00000446696.1;ENSP00000448682.1,ENSP00000378886.2;ENSP00000449428.1;ENSP00000448750.1,TWF1; TWF1; TWF1; TWF1; TWF1,213860000
ENSP00000468585.1;ENSP00000378887.3;ENSP00000462139.1;ENSP00000463221.1;ENSP00000463588.1;ENSP00000463591.1,ENSP00000468585.1;ENSP00000378887.3;ENSP00000462139.1,DHRS7B; DHRS7B; DHRS7B; DHRS7B; DHRS7B; DHRS7B,26885000
ENSP00000477796.1;ENSP00000419045.2;ENSP00000378890.1;ENSP00000445246.2;ENSP00000444011.2,ENSP00000477796.1;ENSP00000419045.2;ENSP00000378890.1,GCH1; GCH1; GCH1; GCH1; GCH1,1212500
ENSP00000378910.2;ENSP00000399500.1;ENSP00000488001.1;ENSP00000391864.1,ENSP00000378910.2;ENSP00000399500.1;ENSP00000488001.1,COBL; COBL; COBL; COBL,0
ENSP00000378923.3;ENSP00000388369.2;ENSP00000461189.1;ENSP00000458841.1;ENSP00000460792.1;ENSP00000433718.1,ENSP00000378923.3,ALDH3A1; ALDH3A1; ALDH3A1; ALDH3A1; ALDH3A1; ALDH3B2,0
ENSP00000479913.1;ENSP00000378935.2;ENSP00000338510.6,ENSP00000479913.1;ENSP00000378935.2;ENSP00000338510.6,PPHLN1; PPHLN1; PPHLN1,0
ENSP00000378947.3;ENSP00000447168.1;ENSP00000449331.1;ENSP00000322048.9;ENSP00000450274.1;ENSP00000450346.1,ENSP00000378947.3;ENSP00000447168.1;ENSP00000449331.1;ENSP00000322048.9,PPHLN1; PPHLN1; PPHLN1; PPHLN1; PPHLN1; PPHLN1,7337200
ENSP00000378957.2;ENSP00000299610.4;ENSP00000468578.1,ENSP00000378957.2;ENSP00000299610.4;ENSP00000468578.1,MFAP4; MFAP4; MFAP4,1243200000
ENSP00000431124.1;ENSP00000378965.3;ENSP00000429292.1,ENSP00000431124.1;ENSP00000378965.3,SNTB1; SNTB1; SNTB1,64855000
ENSP00000378970.1,ENSP00000378970.1,DDHD1,0
ENSP00000378980.3;ENSP00000459678.1,ENSP00000378980.3;ENSP00000459678.1,EPN2; EPN2,0
ENSP00000379005.2;ENSP00000379007.3,ENSP00000379005.2;ENSP00000379007.3,SLC5A10; SLC5A10,0
ENSP00000379008.2;ENSP00000324346.6;ENSP00000401875.2,ENSP00000379008.2;ENSP00000324346.6;ENSP00000401875.2,SLC5A10; SLC5A10; SLC5A10,0
ENSP00000379034.2,ENSP00000379034.2,KLHDC7B,269160
ENSP00000379042.3;ENSP00000487101.1;ENSP00000452020.1;ENSP00000451204.1;ENSP00000452269.1;ENSP00000452093.1,ENSP00000379042.3,ERO1A; ERO1A; ERO1A; ERO1A; ERO1A; ERO1A,111220000
ENSP00000379047.2;ENSP00000412300.1;ENSP00000401194.2;ENSP00000392898.1;ENSP00000409494.1;ENSP00000408197.1,ENSP00000379047.2;ENSP00000412300.1;ENSP00000401194.2;ENSP00000392898.1,CCDC51; CCDC51; CCDC51; CCDC51; CCDC51; CCDC51,20132000
ENSP00000379051.2,ENSP00000379051.2,PURB,116380000
ENSP00000379087.2;ENSP00000379086.1,ENSP00000379087.2;ENSP00000379086.1,ADM2; ADM2,687340
ENSP00000437109.1;ENSP00000379089.1;ENSP00000434356.1;ENSP00000434062.1;ENSP00000462623.1;ENSP00000449614.1,ENSP00000437109.1;ENSP00000379089.1;ENSP00000434356.1,FGD4; FGD4; FGD4; FGD4; FGD4; FGD4,0
ENSP00000379092.3;ENSP00000421747.1,ENSP00000379092.3;ENSP00000421747.1,BTC; BTC,0
ENSP00000379093.3;ENSP00000478417.1;ENSP00000352051.3;ENSP00000379090.3;ENSP00000216061.5;ENSP00000384532.3;ENSP00000391595.2,ENSP00000379093.3;ENSP00000478417.1;ENSP00000352051.3;ENSP00000379090.3;ENSP00000216061.5;ENSP00000384532.3;ENSP00000391595.2,PPP6R2; PPP6R2; PPP6R2; PPP6R2; PPP6R2; PPP6R2; PPP6R2,13772000
ENSP00000379097.3;ENSP00000421414.1,ENSP00000379097.3;ENSP00000421414.1,AREG; AREG,1390300
ENSP00000379098.2,ENSP00000379098.2,CAMK2B,151030000
ENSP00000379102.1;ENSP00000379099.1,ENSP00000379102.1;ENSP00000379099.1,SLC1A2; SLC1A2,0
ENSP00000379133.3;ENSP00000474191.1,ENSP00000379133.3;ENSP00000474191.1,APIP; APIP,84387000
ENSP00000379156.4;ENSP00000342379.4;ENSP00000462688.1;ENSP00000464276.1;ENSP00000462532.1;ENSP00000465902.1;ENSP00000464983.1;ENSP00000463367.1;ENSP00000379151.1,ENSP00000379156.4;ENSP00000342379.4;ENSP00000462688.1,MPRIP; MPRIP; MPRIP; MPRIP; MPRIP; MPRIP; MPRIP; MPRIP; MPRIP,32125000
ENSP00000379167.3,ENSP00000379167.3,ZBP1,0
ENSP00000379176.1;ENSP00000216378.2;ENSP00000431449.1;ENSP00000435044.1,ENSP00000379176.1;ENSP00000216378.2,CDKL1; CDKL1; CDKL1; CDKL1,1195800
ENSP00000379201.2;ENSP00000437113.1;ENSP00000379200.2,ENSP00000379201.2,VCPKMT; VCPKMT; VCPKMT,0
ENSP00000430282.1;ENSP00000379203.3,ENSP00000430282.1;ENSP00000379203.3,ATP6V1C1; ATP6V1C1,66857000
ENSP00000379205.3;ENSP00000398687.2;ENSP00000379204.3;ENSP00000390814.1,ENSP00000379205.3;ENSP00000398687.2;ENSP00000379204.3;ENSP00000390814.1,BMP7; BMP7; BMP7; BMP7,0
ENSP00000456292.1;ENSP00000379217.3;ENSP00000457713.1,ENSP00000456292.1;ENSP00000379217.3;ENSP00000457713.1,UBFD1; UBFD1; UBFD1,19379000
ENSP00000407774.1;ENSP00000379228.1;ENSP00000413336.1,ENSP00000407774.1;ENSP00000379228.1,HECW1; HECW1; HECW1,85949
ENSP00000379258.3;ENSP00000406135.1;ENSP00000407963.1,ENSP00000379258.3,GLI3; GLI3; GLI3,223010
ENSP00000395665.2;ENSP00000379282.3;ENSP00000416404.2;ENSP00000407727.2;ENSP00000406965.2;ENSP00000405428.2;ENSP00000389155.2;ENSP00000449579.1;ENSP00000448451.1;ENSP00000448431.1;ENSP00000447846.1;ENSP00000447549.1;ENSP00000447498.1;ENSP00000410347.2;ENSP00000415240.1;ENSP00000407263.1;ENSP00000396207.1;ENSP00000394825.1;ENSP00000393632.1;ENSP00000388346.1;ENSP00000419742.1;ENSP00000418170.1;ENSP00000420628.1;ENSP00000418331.1,ENSP00000395665.2;ENSP00000379282.3;ENSP00000416404.2;ENSP00000407727.2;ENSP00000406965.2;ENSP00000405428.2;ENSP00000389155.2;ENSP00000449579.1;ENSP00000448451.1;ENSP00000448431.1;ENSP00000447846.1;ENSP00000447549.1;ENSP00000447498.1;ENSP00000410347.2,ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A; ABHD16A,18312000
ENSP00000379290.3,ENSP00000379290.3,BCAS1,151460000
ENSP00000379294.3;ENSP00000423841.1;ENSP00000424097.1;ENSP00000426284.1;ENSP00000421834.1,ENSP00000379294.3;ENSP00000423841.1;ENSP00000424097.1;ENSP00000426284.1,FAM172A; FAM172A; FAM172A; FAM172A; FAM172A,9699900
ENSP00000379317.1;ENSP00000390447.1,ENSP00000379317.1,NRP1; NRP1,0
ENSP00000379326.3;ENSP00000280467.6;ENSP00000435053.1;ENSP00000436011.1,ENSP00000379326.3,SLC5A12; SLC5A12; SLC5A12; SLC5A12,0
ENSP00000477370.1;ENSP00000379330.3;ENSP00000396471.1;ENSP00000360619.3;ENSP00000477342.1;ENSP00000477142.1,ENSP00000477370.1;ENSP00000379330.3;ENSP00000396471.1;ENSP00000360619.3;ENSP00000477342.1;ENSP00000477142.1,NFATC2; NFATC2; NFATC2; NFATC2; NFATC2; NFATC2,11116000
ENSP00000379335.4,ENSP00000379335.4,METTL9,0
ENSP00000411352.2;ENSP00000387545.2;ENSP00000379342.3;ENSP00000346032.3;ENSP00000453556.1;ENSP00000453754.1;ENSP00000453464.1;ENSP00000453579.1;ENSP00000452921.1;ENSP00000452895.1;ENSP00000453663.1;ENSP00000453770.1;ENSP00000452858.1,ENSP00000411352.2;ENSP00000387545.2;ENSP00000379342.3;ENSP00000346032.3;ENSP00000453556.1;ENSP00000453754.1;ENSP00000453464.1;ENSP00000453579.1;ENSP00000452921.1;ENSP00000452895.1,ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2; ANXA2,1.0165e+10
ENSP00000379345.2;ENSP00000439392.1;ENSP00000437935.1,ENSP00000379345.2;ENSP00000439392.1,C2CD5; C2CD5; C2CD5,0
ENSP00000487032.1;ENSP00000485862.1;ENSP00000482632.1;ENSP00000379363.2,ENSP00000487032.1;ENSP00000485862.1;ENSP00000482632.1;ENSP00000379363.2,ZNF501; ZNF501; ZNF501; ZNF501,0
ENSP00000379364.3;ENSP00000310189.2;ENSP00000379366.2,ENSP00000379364.3;ENSP00000310189.2;ENSP00000379366.2,MOB1A; MOB1B; MOB1B,137760000
ENSP00000418574.1;ENSP00000379375.1;ENSP00000379373.1;ENSP00000379372.2,ENSP00000418574.1;ENSP00000379375.1;ENSP00000379373.1;ENSP00000379372.2,GTF2A2; GTF2A2; GTF2A2; GTF2A2,19610000
ENSP00000452741.1;ENSP00000379377.1;ENSP00000453774.1;ENSP00000453453.1;ENSP00000453928.1,ENSP00000452741.1;ENSP00000379377.1,GCNT3; GCNT3; GCNT3; GCNT3; GCNT3,4453900
ENSP00000379396.3;ENSP00000435395.3,ENSP00000379396.3;ENSP00000435395.3,NAV2; NAV2,0
ENSP00000379404.2;ENSP00000397908.2;ENSP00000256720.2;ENSP00000401522.2;ENSP00000379406.2;ENSP00000379405.1;ENSP00000412578.1;ENSP00000413714.1,ENSP00000379404.2;ENSP00000397908.2;ENSP00000256720.2;ENSP00000401522.2,LPIN1; LPIN1; LPIN1; LPIN1; LPIN1; LPIN1; LPIN1; LPIN1,3267100
ENSP00000379421.2,ENSP00000379421.2,AC005747.1,0
ENSP00000379430.4;ENSP00000379419.1;ENSP00000379417.1;ENSP00000430311.1;ENSP00000430230.1;ENSP00000428034.1;ENSP00000404060.2;ENSP00000428666.1;ENSP00000429585.1;ENSP00000430099.1;ENSP00000430991.1;ENSP00000429038.1;ENSP00000428788.1,ENSP00000379430.4;ENSP00000379419.1;ENSP00000379417.1,NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6; NDUFAF6,3616800
ENSP00000379441.4,ENSP00000379441.4,JMY,0
ENSP00000385261.1;ENSP00000379456.2;ENSP00000387166.1;ENSP00000371039.2;ENSP00000401161.1,ENSP00000385261.1;ENSP00000379456.2;ENSP00000387166.1;ENSP00000371039.2,NT5C3A; NA; NT5C3A; NT5C3A; NT5C3A,43337000
ENSP00000379457.2;ENSP00000360843.5,ENSP00000379457.2;ENSP00000360843.5,FAF1; FAF1,25007000
ENSP00000379491.3;ENSP00000426911.2;ENSP00000427621.1;ENSP00000334611.7,ENSP00000379491.3;ENSP00000426911.2;ENSP00000427621.1;ENSP00000334611.7,NA; TMPRSS11A; TMPRSS11A; TMPRSS11A,0
ENSP00000379500.2;ENSP00000368697.4;ENSP00000442974.1;ENSP00000323353.6;ENSP00000441092.1;ENSP00000300038.7;ENSP00000379499.2,ENSP00000379500.2;ENSP00000368697.4;ENSP00000442974.1;ENSP00000323353.6;ENSP00000441092.1;ENSP00000300038.7,UEVLD; UEVLD; UEVLD; UEVLD; UEVLD; UEVLD; UEVLD,14996000
ENSP00000379521.3,ENSP00000379521.3,CFAP52,0
ENSP00000379612.2;ENSP00000386515.1,ENSP00000379612.2;ENSP00000386515.1,TAX1BP1; TAX1BP1,2594500
ENSP00000478109.1;ENSP00000379616.3,ENSP00000478109.1;ENSP00000379616.3,MYH11; MYH11,98905000
ENSP00000379625.3;ENSP00000391753.1;ENSP00000401399.2;ENSP00000389979.1;ENSP00000390565.2;ENSP00000417848.1,ENSP00000379625.3;ENSP00000391753.1;ENSP00000401399.2;ENSP00000389979.1,MYD88; MYD88; MYD88; MYD88; MYD88; MYD88,37857000
ENSP00000379647.1,ENSP00000379647.1,FABP5,0
ENSP00000379658.3;ENSP00000441463.1,ENSP00000379658.3,ETV6; ETV6,9783000
ENSP00000379676.2;ENSP00000414359.2;ENSP00000441166.1;ENSP00000457299.1,ENSP00000379676.2;ENSP00000414359.2;ENSP00000441166.1,PSMA1; PSMA1; PSMA1; AC018523.2,538620000
ENSP00000379678.1;ENSP00000379674.1;ENSP00000394864.1,ENSP00000379678.1;ENSP00000379674.1,PGM5; PGM5; PGM5,4031100000
ENSP00000385283.1;ENSP00000384603.1;ENSP00000379680.3,ENSP00000385283.1;ENSP00000384603.1;ENSP00000379680.3,NAGA; NAGA; NAGA,70257000
ENSP00000488664.1;ENSP00000486662.1;ENSP00000478686.1;ENSP00000455070.1;ENSP00000484595.1;ENSP00000379691.4;ENSP00000484608.2;ENSP00000454791.1;ENSP00000480418.1;ENSP00000391147.3;ENSP00000483785.1;ENSP00000481952.1;ENSP00000437835.2;ENSP00000483586.1;ENSP00000478642.1;ENSP00000322807.8;ENSP00000481784.1;ENSP00000479054.1;ENSP00000406703.2;ENSP00000454910.1;ENSP00000483806.1;ENSP00000482152.1;ENSP00000488405.1;ENSP00000457417.1;ENSP00000487950.1;ENSP00000455613.1;ENSP00000487882.1;ENSP00000455486.1;ENSP00000454279.1,ENSP00000488664.1;ENSP00000486662.1;ENSP00000478686.1;ENSP00000455070.1;ENSP00000484595.1;ENSP00000379691.4;ENSP00000484608.2;ENSP00000454791.1;ENSP00000480418.1;ENSP00000391147.3,PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; NA; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; NA; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1; PDXDC1,296610000
ENSP00000379703.3;ENSP00000379704.3;ENSP00000383956.1;ENSP00000391416.1;ENSP00000379695.2,ENSP00000379703.3;ENSP00000379704.3;ENSP00000383956.1,SEPTIN3; SEPTIN3; SEPTIN3; SEPTIN3; SEPTIN3,2635800
ENSP00000379708.1;ENSP00000386953.1;ENSP00000386429.1;ENSP00000386990.1,ENSP00000379708.1;ENSP00000386953.1;ENSP00000386429.1;ENSP00000386990.1,OSBPL3; OSBPL3; OSBPL3; OSBPL3,20774000
ENSP00000379709.2;ENSP00000480005.1;ENSP00000365604.5;ENSP00000405018.1;ENSP00000365592.2;ENSP00000389940.1;ENSP00000402761.1;ENSP00000400566.1,ENSP00000379709.2;ENSP00000480005.1;ENSP00000365604.5;ENSP00000405018.1;ENSP00000365592.2,ARHGAP21; ARHGAP21; ARHGAP21; ARHGAP21; ARHGAP21; ARHGAP21; ARHGAP21; ARHGAP21,2016200
ENSP00000379712.3;ENSP00000364514.2,ENSP00000379712.3;ENSP00000364514.2,NA; IQSEC2,1035200
ENSP00000484313.1;ENSP00000426795.1;ENSP00000481190.1;ENSP00000479651.1;ENSP00000379756.1;ENSP00000379754.2;ENSP00000481171.1;ENSP00000372865.2,ENSP00000484313.1;ENSP00000426795.1;ENSP00000481190.1;ENSP00000479651.1;ENSP00000379756.1;ENSP00000379754.2;ENSP00000481171.1;ENSP00000372865.2,CCDC125; CCDC125; CCDC125; CCDC125; CCDC125; CCDC125; CCDC125; CCDC125,195850
ENSP00000379769.3,ENSP00000379769.3,ACO2,0
